frame,id,x,y,w,h
264,22,613,178,68,68
264,23,877,259,51,51
264,26,151,110,50,50
264,27,1070,338,66,66
265,3,1098,205,50,50
265,22,613,174,69,69
265,23,877,259,51,51
265,26,151,110,50,50
265,27,1079,340,64,64
266,3,1098,204,52,52
266,22,614,175,66,66
266,23,877,259,51,51
266,26,154,109,50,50
266,27,1079,340,64,64
267,3,1099,204,52,52
267,22,615,176,65,65
267,23,877,259,51,51
267,26,154,109,50,50
267,27,1079,340,64,64
268,3,1100,203,52,52
268,22,615,175,66,66
268,23,877,259,51,51
268,26,154,109,51,51
268,27,1079,340,64,64
269,3,1102,203,51,51
269,22,614,176,68,68
269,23,877,259,51,51
269,26,157,109,50,50
269,27,1079,340,64,64
270,3,1104,201,51,51
270,22,614,176,68,68
270,23,877,259,51,51
270,26,157,109,51,51
270,27,1079,340,64,64
271,3,1103,200,51,51
271,22,616,178,64,64
271,23,877,259,51,51
271,26,160,109,52,52
271,27,1079,340,64,64
272,3,1107,200,50,50
272,22,614,177,69,69
272,23,877,259,51,51
272,26,160,110,52,52
272,27,1079,340,64,64
273,3,1107,198,51,51
273,22,617,180,63,63
273,26,162,110,51,51
273,27,1079,340,64,64
274,3,1107,197,51,51
274,22,614,179,71,71
274,26,162,110,51,51
274,27,1079,340,64,64
275,3,1110,197,51,51
275,22,621,185,59,59
275,26,164,110,50,50
275,27,1079,340,64,64
276,3,1113,197,51,51
276,22,615,182,73,73
276,26,165,109,51,51
276,28,863,250,54,54
277,3,1114,198,51,51
277,22,615,182,73,73
277,26,165,109,51,51
277,28,862,250,54,54
278,3,1114,197,53,53
278,22,615,182,73,73
278,26,165,109,51,51
278,28,864,249,54,54
279,3,1115,199,52,52
279,22,615,182,73,73
279,26,169,110,51,51
279,28,864,248,55,55
279,29,682,381,54,54
280,3,1116,201,52,52
280,22,615,182,73,73
280,26,171,110,50,50
280,28,864,248,55,55
280,29,682,383,54,54
280,30,533,354,161,161
281,3,1117,202,53,53
281,22,615,182,73,73
281,26,171,110,50,50
281,28,864,248,55,55
281,29,682,383,54,54
281,30,533,354,161,161
282,3,1116,204,53,53
282,22,615,182,73,73
282,26,171,110,50,50
282,28,863,247,56,56
282,29,680,381,59,59
282,30,533,354,161,161
283,3,1118,205,53,53
283,22,615,182,73,73
283,26,171,110,50,50
283,28,863,247,56,56
283,29,680,381,59,59
283,30,533,354,161,161
284,3,1119,208,52,52
284,22,615,182,73,73
284,26,174,110,51,51
284,28,864,248,55,55
284,29,680,381,59,59
284,30,533,354,161,161
284,31,3,168,52,52
285,3,1120,210,52,52
285,22,615,182,73,73
285,26,173,110,51,51
285,28,864,250,56,56
285,29,680,381,59,59
285,30,533,354,161,161
285,31,3,168,53,53
286,3,1121,210,52,52
286,22,615,182,73,73
286,26,173,110,51,51
286,28,864,250,56,56
286,29,680,381,59,59
286,30,533,354,161,161
286,31,5,166,56,56
287,3,1121,211,53,53
287,26,173,110,51,51
287,28,864,250,56,56
287,29,680,381,59,59
287,30,533,354,161,161
287,31,7,165,57,57
288,3,1122,211,52,52
288,26,173,110,51,51
288,28,864,250,56,56
288,29,680,381,59,59
288,30,533,354,161,161
288,31,9,164,58,58
289,3,1123,210,53,53
289,26,173,110,51,51
289,28,864,250,56,56
289,29,680,381,59,59
289,30,533,354,161,161
289,31,12,161,61,61
290,3,1124,210,52,52
290,26,173,110,51,51
290,28,864,250,56,56
290,29,680,381,59,59
290,30,533,354,161,161
290,31,17,160,59,59
291,3,1125,209,53,53
291,26,173,110,51,51
291,28,864,250,56,56
291,29,680,381,59,59
291,31,21,159,60,60
292,3,1126,209,52,52
292,26,173,110,51,51
292,28,864,250,56,56
292,29,680,381,59,59
292,31,24,157,60,60
293,3,1128,208,52,52
293,26,173,110,51,51
293,28,864,250,56,56
293,31,29,157,59,59
294,3,1129,206,52,52
294,26,173,110,51,51
294,28,864,250,56,56
294,31,34,156,59,59
294,32,633,174,67,67
294,33,1111,380,62,62
295,3,1131,206,51,51
295,26,173,110,51,51
295,28,864,250,56,56
295,31,36,155,60,60
295,32,633,174,67,67
295,33,1111,380,62,62
296,3,1132,204,52,52
296,31,40,154,61,61
296,32,633,174,67,67
296,33,1116,351,71,71
297,3,1134,203,52,52
297,31,45,155,61,61
297,32,626,173,73,73
297,33,1116,351,71,71
297,34,879,274,53,53
298,3,1135,202,52,52
298,31,50,155,60,60
298,32,629,175,70,70
298,33,1116,351,71,71
298,34,879,274,53,53
299,3,1138,202,51,51
299,31,53,155,61,61
299,32,629,178,67,67
299,33,1124,351,66,66
299,34,879,274,53,53
299,35,413,141,150,150
300,3,1136,202,52,52
300,31,58,155,60,60
300,32,630,180,65,65
300,33,1124,351,66,66
300,34,879,274,53,53
300,35,413,141,150,150
301,3,1139,202,52,52
301,31,62,154,61,61
301,32,630,180,65,65
301,33,1124,351,66,66
301,34,879,274,53,53
301,35,413,141,150,150
302,3,1142,203,52,52
302,31,67,154,62,62
302,32,630,180,65,65
302,33,1124,351,66,66
302,34,879,274,53,53
302,35,413,141,150,150
302,36,1118,402,55,55
303,3,1143,204,52,52
303,31,73,156,60,60
303,32,630,180,65,65
303,33,1124,351,66,66
303,34,879,274,53,53
303,35,413,141,150,150
303,36,1121,403,54,54
304,3,1146,205,52,52
304,31,77,156,62,62
304,32,630,180,65,65
304,33,1124,351,66,66
304,34,879,274,53,53
304,35,413,141,150,150
304,36,1121,403,54,54
305,3,1148,206,53,53
305,31,82,157,61,61
305,32,630,180,65,65
305,33,1124,351,66,66
305,34,896,267,55,55
305,35,413,141,150,150
305,36,1121,403,54,54
306,3,1150,207,54,54
306,31,87,157,62,62
306,32,630,180,65,65
306,33,1124,351,66,66
306,34,896,267,55,55
306,35,413,141,150,150
306,36,1122,410,56,56
307,3,1153,209,53,53
307,31,93,158,62,62
307,32,630,180,65,65
307,33,1124,351,66,66
307,34,896,267,55,55
307,35,413,141,150,150
307,36,1122,410,56,56
308,3,1156,210,53,53
308,31,98,159,61,61
308,32,630,180,65,65
308,33,1124,351,66,66
308,34,902,265,54,54
308,35,413,141,150,150
308,36,1122,410,56,56
309,3,1159,212,53,53
309,31,104,160,61,61
309,32,630,180,65,65
309,33,1124,351,66,66
309,34,903,264,54,54
309,35,413,141,150,150
309,36,1122,410,56,56
310,3,1161,212,52,52
310,31,109,162,61,61
310,32,630,180,65,65
310,34,904,263,55,55
310,36,1122,410,56,56
311,3,1164,212,50,50
311,31,114,165,60,60
311,34,905,262,54,54
311,36,1122,410,56,56
311,37,215,510,54,54
312,3,1165,210,53,53
312,31,119,166,59,59
312,34,905,262,54,54
312,36,1122,410,56,56
312,37,215,510,54,54
312,38,1198,133,76,76
312,39,604,180,76,76
313,3,1165,210,53,53
313,31,123,168,60,60
313,34,905,262,54,54
313,36,1122,410,56,56
313,37,215,510,54,54
313,38,1185,129,83,83
313,39,604,180,76,76
314,3,1165,210,53,53
314,31,129,170,59,59
314,34,905,262,54,54
314,36,1122,410,56,56
314,37,231,510,55,55
314,38,1175,129,83,83
314,39,605,179,71,71
314,40,811,169,66,66
315,3,1165,210,53,53
315,31,134,172,59,59
315,34,905,262,54,54
315,36,1122,410,56,56
315,37,234,511,52,52
315,38,1165,128,82,82
315,39,603,177,71,71
315,40,810,164,75,75
316,3,1165,210,53,53
316,31,140,173,58,58
316,34,905,262,54,54
316,36,1122,410,56,56
316,37,237,512,50,50
316,38,1153,126,82,82
316,39,600,173,76,76
316,40,819,166,69,69
317,3,1165,210,53,53
317,31,145,174,58,58
317,34,913,260,56,56
317,37,237,512,50,50
317,38,1143,124,84,84
317,39,600,173,76,76
317,40,823,164,73,73
318,3,1165,210,53,53
318,31,150,174,58,58
318,34,913,260,56,56
318,37,237,512,50,50
318,38,1134,123,80,80
318,39,601,172,72,72
318,40,826,162,78,78
319,3,1165,210,53,53
319,31,155,175,59,59
319,34,913,260,56,56
319,37,237,512,50,50
319,38,1123,121,83,83
319,39,603,172,71,71
319,40,829,161,81,81
320,3,1165,210,53,53
320,31,160,175,59,59
320,34,913,260,56,56
320,37,237,512,50,50
320,38,1113,120,82,82
320,39,603,172,69,69
320,40,832,160,84,84
320,41,210,110,52,52
321,3,1165,210,53,53
321,31,166,175,60,60
321,34,913,260,56,56
321,37,237,512,50,50
321,38,1104,118,83,83
321,39,601,171,73,73
321,40,834,162,85,85
321,41,210,110,52,52
322,3,1165,210,53,53
322,31,170,174,61,61
322,34,913,260,56,56
322,37,237,512,50,50
322,38,1095,119,81,81
322,39,600,172,73,73
322,40,837,163,86,86
322,41,210,110,52,52
323,31,175,173,61,61
323,34,913,260,56,56
323,37,237,512,50,50
323,38,1085,118,82,82
323,39,604,175,67,67
323,40,837,162,89,89
323,41,210,110,52,52
324,31,182,174,58,58
324,34,913,260,56,56
324,37,237,512,50,50
324,38,1074,116,85,85
324,39,602,175,70,70
324,40,841,167,83,83
324,41,210,110,52,52
324,42,56,467,122,122
325,31,186,173,59,59
325,34,913,260,56,56
325,37,237,512,50,50
325,38,1065,117,85,85
325,39,601,175,74,74
325,40,840,166,87,87
325,41,210,110,52,52
325,42,56,467,122,122
326,31,190,173,60,60
326,34,913,260,56,56
326,37,237,512,50,50
326,38,1056,117,85,85
326,39,604,178,68,68
326,40,841,167,87,87
326,41,210,110,52,52
326,42,56,467,122,122
326,43,1198,199,50,50
326,44,974,536,78,78
327,31,194,173,59,59
327,34,913,260,56,56
327,38,1047,118,83,83
327,39,600,177,76,76
327,40,840,167,88,88
327,41,210,110,52,52
327,42,56,467,122,122
327,43,1200,201,50,50
327,44,980,539,70,70
328,31,200,174,59,59
328,38,1037,120,83,83
328,39,600,177,76,76
328,40,839,166,92,92
328,41,210,110,52,52
328,42,56,467,122,122
328,43,1199,201,51,51
328,44,977,541,68,68
329,31,204,174,59,59
329,38,1026,120,86,86
329,39,605,183,71,71
329,40,840,166,90,90
329,41,210,110,52,52
329,42,56,467,122,122
329,43,1199,203,51,51
329,44,977,541,68,68
330,31,209,173,59,59
330,38,1015,122,85,85
330,39,605,183,71,71
330,40,840,165,90,90
330,41,210,110,52,52
330,42,56,467,122,122
330,43,1202,205,51,51
330,44,977,541,68,68
331,31,213,174,59,59
331,38,1004,122,88,88
331,39,605,183,71,71
331,40,842,165,86,86
331,42,56,467,122,122
331,43,1203,206,51,51
331,44,977,541,68,68
331,45,1197,367,56,56
332,31,216,173,59,59
332,38,993,124,86,86
332,39,608,185,71,71
332,40,842,164,86,86
332,42,56,467,122,122
332,43,1204,207,52,52
332,44,977,541,68,68
332,45,1188,363,66,66
333,31,221,174,59,59
333,38,984,127,85,85
333,39,608,185,71,71
333,40,840,162,87,87
333,42,56,467,122,122
333,43,1204,208,51,51
333,44,977,541,68,68
333,45,1188,363,66,66
334,31,223,174,59,59
334,38,972,128,87,87
334,39,612,186,70,70
334,40,841,160,87,87
334,42,56,467,122,122
334,43,1205,209,51,51
334,44,977,541,68,68
334,45,1188,363,66,66
335,31,227,174,59,59
335,38,961,131,86,86
335,39,612,186,70,70
335,40,842,158,88,88
335,43,1207,209,51,51
335,44,977,541,68,68
335,45,1188,363,66,66
336,31,230,174,60,60
336,38,951,131,86,86
336,39,612,186,70,70
336,40,843,158,85,85
336,43,1208,208,51,51
336,44,977,541,68,68
336,45,1188,363,66,66
337,31,234,174,59,59
337,38,939,132,87,87
337,39,612,181,74,74
337,40,845,157,84,84
337,43,1209,208,51,51
337,44,977,541,68,68
337,45,1188,363,66,66
338,31,240,174,59,59
338,38,930,132,85,85
338,39,612,181,74,74
338,40,847,155,85,85
338,43,1210,207,51,51
338,44,977,541,68,68
338,45,1188,363,66,66
339,31,242,173,61,61
339,38,918,131,86,86
339,39,613,177,78,78
339,40,850,153,84,84
339,43,1213,207,51,51
339,45,1188,363,66,66
340,31,247,174,59,59
340,38,908,129,86,86
340,39,613,177,78,78
340,40,850,153,84,84
340,43,1213,204,52,52
340,45,1188,363,66,66
341,31,251,175,59,59
341,38,897,128,82,82
341,39,612,173,79,79
341,40,850,153,84,84
341,43,1216,204,51,51
341,45,1188,363,66,66
342,31,253,176,59,59
342,38,886,125,84,84
342,39,612,173,79,79
342,40,850,153,84,84
342,43,1216,202,51,51
342,45,1188,363,66,66
342,46,328,248,82,82
343,31,256,176,60,60
343,38,874,123,83,83
343,39,613,171,75,75
343,40,850,153,84,84
343,43,1218,201,51,51
343,46,328,248,82,82
344,31,259,178,59,59
344,38,862,120,85,85
344,39,613,171,75,75
344,40,850,153,84,84
344,43,1217,200,50,50
344,46,328,248,82,82
345,31,262,179,60,60
345,38,848,117,88,88
345,39,609,169,75,75
345,40,850,153,84,84
345,43,1218,199,51,51
345,46,328,248,82,82
345,47,225,112,53,53
346,31,266,181,59,59
346,38,836,115,87,87
346,39,609,169,75,75
346,40,850,153,84,84
346,43,1220,199,51,51
346,46,328,248,82,82
346,47,225,112,53,53
347,31,267,182,59,59
347,38,823,113,87,87
347,39,609,169,75,75
347,40,850,153,84,84
347,43,1222,197,50,50
347,46,328,248,82,82
347,47,225,112,53,53
348,31,270,181,61,61
348,38,810,111,88,88
348,39,609,169,75,75
348,40,850,153,84,84
348,43,1224,197,50,50
348,46,328,248,82,82
348,47,225,112,53,53
349,31,274,183,60,60
349,38,800,112,86,86
349,39,609,169,75,75
349,40,850,153,84,84
349,43,1224,197,50,50
349,46,328,248,82,82
349,47,225,112,53,53
350,31,277,184,60,60
350,38,788,110,87,87
350,39,599,167,78,78
350,43,1226,199,50,50
350,46,328,248,82,82
350,47,225,112,53,53
350,48,4,195,55,55
350,49,156,339,59,59
350,50,1195,407,57,57
351,31,280,185,59,59
351,38,775,110,86,86
351,39,599,167,78,78
351,43,1226,199,51,51
351,46,328,248,82,82
351,47,225,112,53,53
351,48,7,196,56,56
351,49,156,339,59,59
351,50,1195,407,57,57
352,31,282,184,59,59
352,38,763,110,86,86
352,39,599,167,78,78
352,43,1227,201,50,50
352,46,328,248,82,82
352,47,225,112,53,53
352,48,8,195,59,59
352,49,156,339,59,59
352,50,1195,407,57,57
352,51,639,615,80,80
353,31,285,183,60,60
353,38,751,110,87,87
353,39,593,169,82,82
353,43,1227,201,50,50
353,47,225,112,53,53
353,48,11,197,59,59
353,49,156,339,59,59
353,50,1195,407,57,57
353,51,639,615,80,80
354,31,286,182,61,61
354,38,739,111,89,89
354,39,593,169,82,82
354,43,1227,201,50,50
354,47,225,112,53,53
354,48,15,198,61,61
354,49,156,339,59,59
354,50,1195,407,57,57
354,51,639,615,80,80
354,52,878,165,81,81
355,31,290,182,59,59
355,38,727,112,87,87
355,39,593,169,82,82
355,43,1227,201,50,50
355,47,225,112,53,53
355,48,16,198,64,64
355,49,156,339,59,59
355,50,1195,407,57,57
355,51,639,615,80,80
355,52,880,166,81,81
356,31,291,179,61,61
356,38,714,113,88,88
356,39,593,169,82,82
356,43,1227,201,50,50
356,48,20,198,66,66
356,49,156,339,59,59
356,50,1195,407,57,57
356,51,639,615,80,80
356,52,880,167,83,83
357,31,294,178,59,59
357,38,703,115,87,87
357,39,593,169,82,82
357,43,1227,201,50,50
357,48,22,200,66,66
357,49,156,339,59,59
357,50,1195,407,57,57
357,51,639,615,80,80
357,52,886,167,82,82
358,31,295,176,60,60
358,38,689,116,87,87
358,39,593,169,82,82
358,43,1227,201,50,50
358,48,27,201,63,63
358,49,156,339,59,59
358,50,1195,407,57,57
358,51,639,615,80,80
358,52,887,166,82,82
359,31,297,174,61,61
359,38,676,118,88,88
359,39,580,179,79,79
359,43,1227,201,50,50
359,48,30,200,65,65
359,49,156,339,59,59
359,50,1195,407,57,57
359,51,639,615,80,80
359,52,889,165,83,83
360,31,298,172,62,62
360,38,662,119,89,89
360,39,580,179,79,79
360,43,1227,201,50,50
360,48,33,200,64,64
360,49,156,339,59,59
360,50,1212,397,55,55
360,51,639,615,80,80
360,52,889,165,83,83
361,31,298,170,66,66
361,38,649,120,88,88
361,39,580,179,79,79
361,43,1227,201,50,50
361,48,39,201,60,60
361,50,1212,397,55,55
361,51,639,615,80,80
361,52,894,163,81,81
362,31,302,169,63,63
362,38,637,121,87,87
362,39,580,179,79,79
362,43,1227,201,50,50
362,48,40,197,65,65
362,50,1212,397,55,55
362,51,639,615,80,80
362,52,895,160,83,83
363,31,301,167,65,65
363,38,622,122,88,88
363,39,580,179,79,79
363,48,43,196,64,64
363,50,1212,397,55,55
363,52,898,161,81,81
364,31,303,166,65,65
364,38,609,121,88,88
364,39,580,179,79,79
364,48,47,195,63,63
364,50,1212,397,55,55
364,52,897,157,84,84
364,53,222,114,50,50
365,31,304,163,66,66
365,38,598,121,87,87
365,39,580,179,79,79
365,48,50,194,62,62
365,50,1212,397,55,55
365,52,899,158,81,81
365,53,222,114,50,50
366,31,308,163,63,63
366,38,584,118,89,89
366,39,580,179,79,79
366,48,54,193,61,61
366,50,1212,397,55,55
366,52,898,154,85,85
366,53,223,114,50,50
367,31,309,162,63,63
367,38,572,117,88,88
367,39,580,179,79,79
367,48,54,190,65,65
367,50,1212,397,55,55
367,52,898,154,82,82
367,53,223,114,50,50
368,31,311,161,64,64
368,38,559,115,88,88
368,39,580,179,79,79
368,48,53,185,73,73
368,50,1212,397,55,55
368,52,898,152,84,84
368,53,223,114,50,50
369,31,314,159,64,64
369,38,548,115,86,86
369,39,580,179,79,79
369,48,58,185,70,70
369,50,1212,397,55,55
369,52,899,150,85,85
369,53,223,114,50,50
370,31,318,159,63,63
370,38,535,112,89,89
370,48,62,186,66,66
370,50,1212,397,55,55
370,52,900,150,83,83
370,53,223,114,50,50
370,54,1223,364,54,54
371,31,319,158,63,63
371,38,524,111,88,88
371,48,64,185,67,67
371,52,899,148,86,86
371,53,223,114,50,50
371,54,1220,362,57,57
372,31,322,158,63,63
372,38,513,110,87,87
372,48,65,184,68,68
372,52,900,150,82,82
372,53,222,114,50,50
372,54,1220,363,56,56
373,31,324,159,61,61
373,38,501,110,87,87
373,48,67,184,67,67
373,52,899,151,82,82
373,53,222,114,50,50
373,54,1219,363,56,56
374,31,327,159,61,61
374,38,488,108,90,90
374,48,70,186,65,65
374,52,898,151,82,82
374,53,222,114,50,50
374,54,1219,363,56,56
375,31,330,160,61,61
375,38,479,109,87,87
375,48,69,184,70,70
375,52,898,151,82,82
375,53,222,114,50,50
375,54,1219,363,56,56
376,31,332,161,62,62
376,38,467,109,87,87
376,48,72,186,68,68
376,52,897,155,79,79
376,53,222,114,50,50
376,54,1219,363,56,56
377,31,337,162,61,61
377,38,456,109,88,88
377,48,73,186,71,71
377,52,895,155,82,82
377,53,222,114,50,50
377,54,1219,363,56,56
378,31,338,163,62,62
378,38,445,109,87,87
378,48,77,188,68,68
378,52,895,155,82,82
378,53,222,114,50,50
378,54,1219,363,56,56
378,55,640,360,62,62
379,31,342,164,62,62
379,38,434,111,88,88
379,48,80,189,67,67
379,52,895,155,82,82
379,53,222,114,50,50
379,54,1219,363,56,56
379,55,640,360,62,62
380,31,345,166,62,62
380,38,422,112,88,88
380,48,81,190,67,67
380,52,891,161,82,82
380,53,222,114,50,50
380,54,1219,363,56,56
380,55,640,360,62,62
380,56,554,171,84,84
381,31,350,168,60,60
381,38,409,112,90,90
381,48,85,193,66,66
381,52,891,161,82,82
381,53,222,114,50,50
381,54,1219,363,56,56
381,55,640,360,62,62
381,56,561,178,77,77
382,31,352,169,60,60
382,38,399,115,87,87
382,48,87,194,66,66
382,52,891,161,82,82
382,53,222,114,50,50
382,54,1219,363,56,56
382,55,640,360,62,62
382,56,561,179,78,78
382,57,1227,222,50,50
383,31,352,169,60,60
383,38,386,116,87,87
383,48,86,194,70,70
383,52,891,161,82,82
383,54,1219,363,56,56
383,55,640,360,62,62
383,56,562,180,79,79
383,57,1228,222,50,50
384,31,352,169,60,60
384,38,373,118,89,89
384,48,91,199,64,64
384,52,891,161,82,82
384,55,640,360,62,62
384,56,562,180,79,79
384,57,1226,222,52,52
384,58,92,596,57,57
385,31,352,169,60,60
385,38,361,121,87,87
385,48,93,200,65,65
385,52,891,161,82,82
385,55,640,360,62,62
385,56,568,185,74,74
385,57,1225,222,52,52
385,58,92,596,57,57
385,59,971,278,57,57
386,31,352,169,60,60
386,38,347,122,89,89
386,48,93,199,68,68
386,52,891,161,82,82
386,55,640,360,62,62
386,56,570,184,76,76
386,57,1224,221,53,53
386,58,92,596,57,57
386,59,971,278,57,57
386,60,216,115,51,51
387,31,352,169,60,60
387,38,335,123,89,89
387,48,96,200,66,66
387,52,891,161,82,82
387,55,640,360,62,62
387,56,570,184,76,76
387,57,1224,221,52,52
387,58,92,596,57,57
387,59,971,278,57,57
387,60,216,115,51,51
388,31,352,169,60,60
388,38,322,125,89,89
388,48,100,202,64,64
388,52,891,161,82,82
388,55,640,360,62,62
388,56,570,184,76,76
388,57,1223,221,53,53
388,58,92,596,57,57
388,59,971,278,57,57
388,60,216,116,50,50
389,31,352,169,60,60
389,38,309,126,90,90
389,48,100,201,66,66
389,52,891,161,82,82
389,56,570,184,76,76
389,57,1222,220,53,53
389,58,92,596,57,57
389,59,971,278,57,57
389,60,216,116,50,50
390,31,352,169,60,60
390,38,295,127,89,89
390,48,102,199,66,66
390,52,864,166,85,85
390,56,576,178,82,82
390,57,1221,220,53,53
390,58,92,596,57,57
390,59,971,278,57,57
390,60,216,116,50,50
391,31,352,169,60,60
391,38,283,126,89,89
391,48,106,200,63,63
391,52,864,166,85,85
391,56,578,177,82,82
391,57,1221,218,54,54
391,58,92,596,57,57
391,59,971,278,57,57
391,60,216,116,50,50
392,31,352,169,60,60
392,38,271,124,89,89
392,48,107,197,66,66
392,52,864,166,85,85
392,56,580,177,82,82
392,57,1220,217,54,54
392,58,92,596,57,57
392,59,971,278,57,57
392,60,216,116,50,50
392,61,396,164,58,58
393,38,257,122,88,88
393,48,109,196,65,65
393,52,864,166,85,85
393,56,580,177,82,82
393,57,1220,217,54,54
393,58,92,596,57,57
393,59,971,278,57,57
393,60,216,116,50,50
393,61,388,160,63,63
393,62,153,586,117,117
394,38,244,120,88,88
394,48,113,197,63,63
394,52,864,166,85,85
394,56,581,170,87,87
394,57,1220,216,54,54
394,58,92,596,57,57
394,59,971,278,57,57
394,60,216,116,50,50
394,61,391,160,62,62
394,62,166,595,93,93
395,38,233,119,86,86
395,48,116,196,61,61
395,52,864,166,85,85
395,56,581,170,87,87
395,57,1220,216,54,54
395,59,971,278,57,57
395,60,216,116,50,50
395,61,395,161,61,61
395,62,166,595,93,93
396,38,220,117,86,86
396,48,119,195,63,63
396,52,864,166,85,85
396,56,581,170,87,87
396,57,1220,217,54,54
396,60,216,116,50,50
396,61,397,161,61,61
396,62,166,595,93,93
397,38,205,115,89,89
397,48,121,194,64,64
397,52,864,166,85,85
397,56,581,170,87,87
397,57,1220,216,54,54
397,60,216,116,50,50
397,61,400,161,61,61
397,62,166,595,93,93
398,38,193,114,88,88
398,48,126,194,63,63
398,52,864,166,85,85
398,56,581,170,87,87
398,57,1221,218,53,53
398,60,216,116,50,50
398,61,402,161,60,60
398,62,166,595,93,93
399,38,180,111,89,89
399,48,128,192,65,65
399,52,864,166,85,85
399,56,581,170,87,87
399,57,1221,219,54,54
399,61,405,161,61,61
399,62,166,595,93,93
399,63,73,622,76,76
400,38,169,111,86,86
400,48,128,192,65,65
400,52,864,166,85,85
400,56,587,169,80,80
400,57,1221,221,53,53
400,61,407,160,62,62
400,62,166,595,93,93
400,63,73,622,76,76
401,38,155,110,87,87
401,48,128,192,65,65
401,56,587,169,80,80
401,57,1222,222,53,53
401,61,410,160,62,62
401,62,166,595,93,93
401,63,73,622,76,76
402,38,142,108,89,89
402,48,128,192,65,65
402,56,590,172,76,76
402,57,1223,223,53,53
402,61,412,160,62,62
402,62,166,595,93,93
402,63,73,622,76,76
403,38,128,108,89,89
403,48,128,192,65,65
403,56,590,172,76,76
403,57,1224,225,52,52
403,61,414,160,62,62
403,62,166,595,93,93
403,63,73,622,76,76
403,64,313,292,65,65
404,38,115,109,88,88
404,48,128,192,65,65
404,56,590,172,76,76
404,57,1224,227,52,52
404,61,416,160,61,61
404,62,166,595,93,93
404,63,73,622,76,76
404,64,313,292,65,65
405,38,102,109,88,88
405,48,128,192,65,65
405,56,590,172,76,76
405,57,1225,228,51,51
405,61,418,161,61,61
405,63,73,622,76,76
405,64,313,292,65,65
406,38,90,111,89,89
406,48,128,192,65,65
406,56,590,172,76,76
406,57,1226,229,51,51
406,61,421,163,60,60
406,63,73,622,76,76
406,64,313,292,65,65
407,38,76,111,90,90
407,48,128,192,65,65
407,56,590,172,76,76
407,57,1226,229,51,51
407,61,422,163,62,62
407,63,73,622,76,76
407,64,313,292,65,65
407,65,847,162,88,88
408,38,62,112,90,90
408,48,128,192,65,65
408,56,590,172,76,76
408,57,1227,229,51,51
408,61,425,165,60,60
408,63,73,622,76,76
408,64,313,292,65,65
408,65,847,162,88,88
409,38,48,114,91,91
409,48,128,192,65,65
409,56,590,172,76,76
409,57,1226,228,50,50
409,61,426,166,60,60
409,63,73,622,76,76
409,64,313,292,65,65
409,65,849,170,83,83
410,38,36,117,89,89
410,56,590,172,76,76
410,57,1228,228,50,50
410,61,427,167,62,62
410,64,313,292,65,65
410,65,849,171,84,84
411,38,22,118,91,91
411,56,590,172,76,76
411,57,1227,226,50,50
411,61,428,170,59,59
411,64,313,292,65,65
411,65,849,175,84,84
412,38,11,122,87,87
412,56,590,172,76,76
412,57,1225,226,50,50
412,61,430,168,63,63
412,64,313,292,65,65
412,65,848,175,86,86
412,66,176,207,62,62
413,38,3,126,78,78
413,57,1228,224,50,50
413,61,431,170,62,62
413,64,313,292,65,65
413,65,851,178,85,85
413,66,176,205,67,67
413,67,1199,405,56,56
414,38,3,126,78,78
414,57,1227,222,51,51
414,61,434,171,60,60
414,65,850,178,85,85
414,66,180,206,67,67
414,67,1199,405,56,56
414,68,165,600,91,91
415,38,3,126,78,78
415,57,1227,222,50,50
415,61,434,171,61,61
415,65,848,177,88,88
415,66,185,209,64,64
415,67,1199,405,56,56
415,68,164,599,93,93
416,38,3,126,78,78
416,57,1228,220,50,50
416,61,436,171,60,60
416,65,852,180,83,83
416,66,188,209,66,66
416,67,1199,405,56,56
416,68,166,598,97,97
417,38,3,126,78,78
417,57,1227,220,50,50
417,61,437,170,62,62
417,65,851,177,86,86
417,66,193,209,66,66
417,67,1199,405,56,56
417,68,170,600,92,92
418,38,3,126,78,78
418,57,1227,218,50,50
418,61,438,168,62,62
418,65,853,177,86,86
418,66,197,209,66,66
418,67,1199,405,56,56
418,68,169,599,92,92
419,38,3,126,78,78
419,57,1225,218,52,52
419,61,440,166,62,62
419,65,849,173,91,91
419,66,202,208,64,64
419,67,1199,405,56,56
419,68,176,597,94,94
420,38,3,126,78,78
420,57,1225,217,51,51
420,61,440,164,64,64
420,65,846,169,94,94
420,66,205,206,66,66
420,67,1199,405,56,56
420,68,176,597,94,94
421,38,3,126,78,78
421,57,1224,218,51,51
421,61,442,164,61,61
421,65,846,169,92,92
421,66,210,206,62,62
421,67,1199,405,56,56
421,68,176,597,94,94
422,38,3,126,78,78
422,57,1222,219,51,51
422,61,443,163,62,62
422,65,845,169,89,89
422,66,212,202,66,66
422,67,1199,405,56,56
422,68,176,597,94,94
423,38,3,126,78,78
423,57,1221,219,52,52
423,61,445,162,61,61
423,65,840,163,95,95
423,66,214,200,69,69
423,67,1199,405,56,56
423,68,176,597,94,94
423,69,212,121,51,51
424,57,1221,221,52,52
424,61,445,161,61,61
424,65,840,164,90,90
424,66,219,199,68,68
424,68,176,597,94,94
424,69,209,120,53,53
425,57,1220,223,52,52
425,61,447,160,61,61
425,65,835,160,94,94
425,66,222,198,68,68
425,68,176,597,94,94
425,69,209,120,53,53
426,57,1219,224,53,53
426,61,445,158,63,63
426,65,833,161,91,91
426,66,226,198,64,64
