frame,id,x,y,w,h
426,68,176,597,94,94
426,69,209,120,53,53
427,57,1218,226,53,53
427,61,448,158,61,61
427,65,832,161,88,88
427,66,227,195,69,69
427,68,176,597,94,94
427,69,209,120,53,53
428,57,1217,227,53,53
428,61,450,158,61,61
428,65,828,159,89,89
428,66,230,194,68,68
428,68,176,597,94,94
428,69,209,120,53,53
429,57,1217,228,54,54
429,61,450,156,63,63
429,65,824,156,92,92
429,66,235,195,65,65
429,68,176,597,94,94
429,69,209,120,53,53
430,57,1217,229,52,52
430,61,452,156,61,61
430,65,822,157,89,89
430,66,237,194,66,66
430,69,209,120,53,53
431,57,1216,228,53,53
431,61,454,156,61,61
431,65,822,160,83,83
431,66,239,193,68,68
431,69,209,120,53,53
432,57,1215,228,53,53
432,61,455,154,62,62
432,65,819,161,83,83
432,66,244,194,67,67
432,69,209,120,53,53
433,57,1214,227,53,53
433,61,457,155,61,61
433,65,813,161,84,84
433,66,249,196,62,62
433,69,209,120,53,53
434,57,1214,226,53,53
434,61,458,154,61,61
434,65,812,163,81,81
434,66,252,197,62,62
434,69,209,120,53,53
435,57,1213,225,54,54
435,61,459,154,61,61
435,65,808,164,80,80
435,66,253,196,66,66
436,57,1213,224,53,53
436,61,460,153,63,63
436,65,804,166,79,79
436,66,257,198,63,63
436,70,907,267,67,67
437,57,1212,223,54,54
437,61,462,153,63,63
437,65,800,166,82,82
437,66,260,199,64,64
437,70,907,267,67,67
438,57,1213,221,54,54
438,61,466,155,60,60
438,65,796,169,80,80
438,66,264,202,63,63
438,70,907,267,67,67
439,57,1212,219,54,54
439,61,467,156,61,61
439,65,790,167,87,87
439,66,266,201,67,67
439,70,898,274,63,63
440,57,1211,217,55,55
440,61,469,156,63,63
440,65,788,172,81,81
440,66,268,203,67,67
440,70,898,274,63,63
441,57,1213,216,54,54
441,61,471,158,61,61
441,65,784,174,79,79
441,66,273,206,65,65
441,70,898,274,63,63
442,57,1213,215,54,54
442,61,473,158,62,62
442,65,778,173,85,85
442,66,277,209,62,62
442,70,898,274,63,63
443,57,1212,214,55,55
443,61,476,160,61,61
443,65,772,174,85,85
443,66,279,209,65,65
443,70,898,274,63,63
443,71,1174,445,63,63
444,57,1212,213,55,55
444,61,477,160,64,64
444,65,767,174,85,85
444,66,281,211,65,65
444,70,898,274,63,63
444,71,1174,445,63,63
445,57,1212,213,55,55
445,61,482,163,60,60
445,65,762,176,82,82
445,66,285,212,63,63
445,70,898,274,63,63
445,71,1174,445,63,63
446,57,1213,213,54,54
446,61,483,163,62,62
446,65,758,172,84,84
446,66,289,213,62,62
446,70,898,274,63,63
446,71,1174,445,63,63
447,57,1212,213,55,55
447,61,485,164,61,61
447,65,755,173,80,80
447,66,290,211,64,64
447,70,898,274,63,63
447,71,1174,445,63,63
448,57,1213,214,56,56
448,61,488,164,61,61
448,65,747,168,88,88
448,66,292,211,63,63
448,70,898,274,63,63
448,71,1174,445,63,63
449,57,1214,215,55,55
449,61,490,164,61,61
449,65,744,167,85,85
449,66,296,209,63,63
449,70,898,274,63,63
449,71,1174,445,63,63
450,57,1215,216,55,55
450,61,493,163,62,62
450,65,740,168,81,81
450,66,298,208,63,63
450,71,1174,445,63,63
451,57,1215,217,55,55
451,61,496,163,59,59
451,65,735,164,86,86
451,66,301,206,63,63
451,71,1174,445,63,63
452,57,1215,218,56,56
452,61,498,163,56,56
452,65,730,163,85,85
452,66,304,205,63,63
452,71,1174,445,63,63
453,57,1216,219,56,56
453,61,500,162,56,56
453,65,727,160,86,86
453,66,306,203,63,63
453,71,1174,445,63,63
453,72,918,252,56,56
454,57,1217,219,54,54
454,61,500,162,56,56
454,65,725,162,81,81
454,66,309,203,62,62
454,72,917,251,59,59
454,73,578,176,79,79
455,57,1218,219,54,54
455,61,500,162,56,56
455,65,723,160,82,82
455,66,313,201,63,63
455,72,915,250,61,61
455,73,578,176,79,79
456,57,1219,218,55,55
456,61,500,162,56,56
456,65,719,158,83,83
456,66,317,200,63,63
456,72,915,250,61,61
456,73,578,176,79,79
457,57,1220,218,54,54
457,61,500,162,56,56
457,65,714,155,88,88
457,66,319,198,66,66
457,72,915,250,61,61
457,73,578,176,79,79
458,57,1220,217,54,54
458,61,500,162,56,56
458,65,711,155,88,88
458,66,325,198,64,64
458,72,915,250,61,61
458,73,578,176,79,79
459,57,1221,216,54,54
459,61,500,162,56,56
459,65,708,154,88,88
459,66,330,199,61,61
459,72,915,250,61,61
459,73,578,176,79,79
459,74,1190,442,53,53
460,57,1222,216,53,53
460,61,500,162,56,56
460,65,707,155,88,88
460,66,334,199,61,61
460,72,915,250,61,61
460,73,578,176,79,79
460,74,1190,442,53,53
461,57,1221,214,53,53
461,61,500,162,56,56
461,65,704,154,90,90
461,66,340,200,59,59
461,72,915,250,61,61
461,73,578,176,79,79
461,74,1194,411,65,65
462,57,1222,214,53,53
462,61,500,162,56,56
462,65,703,156,85,85
462,66,345,200,56,56
462,72,915,250,61,61
462,73,578,176,79,79
462,74,1194,411,65,65
463,57,1222,212,53,53
463,61,500,162,56,56
463,65,701,156,87,87
463,66,349,201,55,55
463,72,915,250,61,61
463,73,578,176,79,79
463,74,1194,406,67,67
464,57,1222,211,53,53
464,65,699,157,87,87
464,66,355,203,53,53
464,72,915,250,61,61
464,73,578,176,79,79
464,74,1194,406,67,67
465,57,1222,210,53,53
465,65,697,157,89,89
465,66,355,203,53,53
465,72,915,250,61,61
465,74,1194,406,67,67
466,57,1221,208,54,54
466,65,697,162,85,85
466,66,355,203,53,53
466,74,1194,406,67,67
467,57,1220,208,54,54
467,65,695,164,84,84
467,66,355,203,53,53
467,74,1194,406,67,67
468,57,1220,209,54,54
468,65,695,165,86,86
468,66,355,203,53,53
468,74,1194,406,67,67
469,57,1220,209,54,54
469,65,693,164,89,89
469,66,355,203,53,53
469,74,1194,406,67,67
470,57,1220,210,54,54
470,65,695,167,89,89
470,66,355,203,53,53
470,74,1194,406,67,67
471,57,1220,211,54,54
471,65,695,169,90,90
471,66,355,203,53,53
471,74,1194,406,67,67
472,57,1219,212,55,55
472,65,697,172,87,87
472,66,355,203,53,53
472,74,1194,406,67,67
472,75,565,156,59,59
473,57,1218,215,54,54
473,65,700,175,84,84
473,66,355,203,53,53
473,74,1194,406,67,67
473,75,563,157,61,61
474,57,1218,217,55,55
474,65,700,175,86,86
474,66,355,203,53,53
474,75,563,161,58,58
475,57,1218,218,55,55
475,65,700,175,87,87
475,75,564,162,58,58
475,76,818,283,67,67
476,57,1216,220,55,55
476,65,706,178,79,79
476,75,565,161,62,62
476,76,818,283,67,67
477,57,1215,221,56,56
477,65,703,175,86,86
477,75,568,163,61,61
477,76,818,283,67,67
478,57,1215,222,56,56
478,65,705,174,83,83
478,75,570,164,63,63
478,76,818,283,67,67
479,57,1214,222,55,55
479,65,705,174,83,83
479,75,573,164,63,63
479,76,818,283,67,67
480,57,1214,223,55,55
480,65,705,170,86,86
480,75,576,166,62,62
480,76,818,283,67,67
481,57,1214,222,55,55
481,65,707,170,81,81
481,75,578,165,63,63
481,76,818,283,67,67
482,57,1213,221,55,55
482,65,707,169,80,80
482,75,581,165,63,63
482,76,818,283,67,67
483,57,1213,221,54,54
483,65,706,166,82,82
483,75,583,164,61,61
483,76,818,283,67,67
484,57,1211,218,57,57
484,65,706,164,82,82
484,75,586,162,63,63
484,76,818,283,67,67
485,57,1212,218,55,55
485,65,706,165,78,78
485,75,587,162,62,62
485,76,818,283,67,67
486,57,1211,217,55,55
486,65,704,162,81,81
486,75,592,160,61,61
487,57,1211,215,56,56
487,65,703,161,80,80
487,75,592,159,62,62
488,57,1211,213,55,55
488,65,700,160,81,81
488,75,596,158,62,62
488,77,815,270,66,66
489,57,1211,212,56,56
489,65,699,157,85,85
489,75,597,158,62,62
489,77,815,270,66,66
490,57,1211,211,55,55
490,65,697,158,82,82
490,75,600,156,63,63
490,77,815,270,66,66
491,57,1211,210,56,56
491,65,695,157,83,83
491,75,603,156,62,62
491,77,815,270,66,66
492,57,1211,210,56,56
492,65,693,158,83,83
492,75,606,156,61,61
492,77,815,270,66,66
493,57,1211,210,56,56
493,65,693,159,80,80
493,75,610,155,62,62
493,77,815,270,66,66
494,57,1211,210,56,56
494,65,692,159,79,79
494,75,612,154,63,63
494,77,815,270,66,66
495,57,1212,211,56,56
495,65,688,159,81,81
495,75,615,153,64,64
495,77,815,270,66,66
495,78,1188,439,58,58
496,57,1212,213,56,56
496,65,686,161,80,80
496,75,619,153,63,63
496,77,815,270,66,66
496,78,1187,442,54,54
497,57,1212,214,56,56
497,65,684,163,79,79
497,75,623,151,65,65
497,77,815,270,66,66
497,78,1187,442,54,54
497,79,1195,387,67,67
498,57,1212,216,56,56
498,65,682,165,78,78
498,75,625,151,65,65
498,77,815,270,66,66
498,78,1187,442,54,54
498,79,1195,387,67,67
499,57,1213,217,56,56
499,65,682,170,73,73
499,75,628,153,63,63
499,78,1187,442,54,54
499,79,1190,392,70,70
500,57,1212,218,57,57
500,65,678,172,73,73
500,75,631,154,61,61
500,78,1187,442,54,54
500,79,1194,395,70,70
501,57,1213,219,57,57
501,65,674,172,75,75
501,75,634,156,58,58
501,78,1187,442,54,54
501,79,1190,396,70,70
502,57,1214,220,56,56
502,65,669,173,77,77
502,75,637,159,54,54
502,78,1187,442,54,54
502,79,1190,396,70,70
503,57,1214,220,57,57
503,65,663,174,80,80
503,75,637,159,54,54
503,78,1187,442,54,54
503,79,1190,396,70,70
504,57,1215,220,57,57
504,65,663,174,80,80
504,75,637,159,54,54
504,78,1187,442,54,54
504,79,1190,396,70,70
505,57,1215,219,56,56
505,65,663,174,80,80
505,75,637,159,54,54
505,78,1187,442,54,54
505,79,1190,396,70,70
506,57,1215,218,56,56
506,65,663,174,80,80
506,75,637,159,54,54
506,78,1187,421,65,65
506,79,1190,396,70,70
507,57,1215,217,55,55
507,65,663,174,80,80
507,75,637,159,54,54
507,78,1187,421,65,65
507,79,1190,396,70,70
508,57,1215,216,56,56
508,65,663,174,80,80
508,75,637,159,54,54
508,78,1184,444,60,60
508,79,1190,396,70,70
509,57,1214,215,55,55
509,65,663,174,80,80
509,75,637,159,54,54
509,78,1184,444,60,60
509,79,1190,396,70,70
510,57,1213,213,57,57
510,65,663,174,80,80
510,75,637,159,54,54
510,78,1186,441,63,63
510,79,1189,386,72,72
511,57,1213,212,56,56
511,65,663,174,80,80
511,75,637,159,54,54
511,78,1185,438,66,66
511,79,1191,385,70,70
512,57,1212,210,56,56
512,65,663,174,80,80
512,75,637,159,54,54
512,78,1185,438,66,66
512,79,1191,386,68,68
513,57,1211,209,57,57
513,65,663,174,80,80
513,78,1185,438,66,66
513,79,1191,383,69,69
514,57,1210,208,56,56
514,78,1185,438,66,66
514,79,1191,383,69,69
515,57,1209,208,56,56
515,78,1185,438,66,66
515,79,1191,383,69,69
516,57,1208,208,56,56
516,78,1185,438,66,66
516,79,1191,383,69,69
517,57,1207,208,57,57
517,78,1185,438,66,66
517,79,1191,383,69,69
518,57,1205,209,57,57
518,78,1185,438,66,66
518,79,1191,383,69,69
518,80,694,163,60,60
519,57,1204,211,56,56
519,78,1185,438,66,66
519,79,1191,383,69,69
519,80,696,160,64,64
520,57,1203,212,57,57
520,78,1185,438,66,66
520,79,1191,383,69,69
520,80,698,158,66,66
521,57,1203,215,57,57
521,78,1185,438,66,66
521,79,1191,383,69,69
521,80,698,158,65,65
522,57,1202,217,56,56
522,79,1191,383,69,69
522,80,699,158,63,63
523,57,1200,219,57,57
523,79,1191,383,69,69
523,80,701,158,61,61
523,81,721,264,65,65
524,57,1200,220,58,58
524,80,704,156,62,62
524,81,721,264,65,65
525,57,1200,222,58,58
525,80,705,155,63,63
525,81,721,264,65,65
526,57,1199,223,58,58
526,80,707,154,63,63
526,81,721,264,65,65
527,57,1198,223,57,57
527,80,708,154,63,63
527,81,721,264,65,65
528,57,1197,223,58,58
528,80,708,152,66,66
528,81,721,264,65,65
529,57,1196,222,58,58
529,80,710,153,65,65
529,81,721,264,65,65
530,57,1196,222,57,57
530,80,711,152,66,66
530,81,721,264,65,65
530,82,403,202,60,60
531,57,1196,220,58,58
531,80,711,152,66,66
531,81,721,264,65,65
531,82,403,202,61,61
532,57,1197,220,57,57
532,80,714,152,65,65
532,81,708,283,63,63
532,82,400,200,69,69
533,57,1196,219,57,57
533,80,713,153,66,66
533,81,708,283,63,63
533,82,403,203,67,67
534,57,1196,217,57,57
534,80,714,154,65,65
534,81,708,283,63,63
534,82,403,203,67,67
535,57,1196,216,58,58
535,80,715,154,67,67
535,81,708,283,63,63
535,82,403,203,67,67
536,57,1197,214,57,57
536,80,717,156,65,65
536,81,708,283,63,63
536,82,403,203,67,67
537,57,1198,213,57,57
537,80,717,157,66,66
537,81,708,283,63,63
537,82,409,203,68,68
538,57,1198,212,57,57
538,80,717,158,68,68
538,81,708,283,63,63
538,82,411,205,66,66
539,57,1198,212,58,58
539,80,718,160,66,66
539,81,708,283,63,63
539,82,415,204,63,63
540,57,1199,212,57,57
540,80,718,160,68,68
540,81,708,283,63,63
540,82,413,198,71,71
541,57,1199,212,58,58
541,80,718,161,68,68
541,81,708,283,63,63
541,82,419,200,64,64
542,57,1200,213,58,58
542,80,719,163,66,66
542,81,708,283,63,63
542,82,422,198,64,64
543,57,1201,214,57,57
543,80,719,163,67,67
543,82,424,196,65,65
544,57,1202,216,57,57
544,80,719,162,66,66
544,82,425,194,65,65
545,57,1203,217,57,57
545,80,718,160,68,68
545,82,427,192,66,66
546,57,1204,218,57,57
546,80,718,160,67,67
546,82,428,190,66,66
547,57,1204,220,56,56
547,80,718,158,67,67
547,82,430,190,64,64
548,57,1205,221,58,58
548,80,719,157,66,66
548,82,430,188,66,66
548,83,1200,454,55,55
549,57,1206,222,57,57
549,80,718,155,67,67
549,82,430,185,69,69
549,83,1200,454,55,55
550,57,1208,222,56,56
550,80,718,153,68,68
550,82,430,183,72,72
550,83,1200,454,55,55
551,57,1208,222,57,57
551,80,719,153,65,65
551,82,433,186,66,66
551,83,1198,456,56,56
552,57,1210,222,56,56
552,80,717,151,67,67
552,82,434,185,67,67
552,83,1198,456,56,56
553,57,1210,219,58,58
553,80,719,150,66,66
553,82,434,185,68,68
553,83,1197,455,56,56
554,57,1210,217,58,58
554,80,719,149,67,67
554,82,436,186,65,65
554,83,1197,455,56,56
555,57,1212,216,58,58
555,80,719,148,67,67
555,82,435,185,67,67
555,83,1197,455,56,56
555,84,1185,396,74,74
556,57,1212,214,58,58
556,80,719,147,68,68
556,82,438,188,63,63
556,83,1197,455,56,56
556,84,1185,396,74,74
557,57,1212,212,58,58
557,80,720,145,68,68
557,82,437,185,69,69
557,83,1186,423,64,64
557,84,1185,391,74,74
558,57,1212,209,58,58
558,80,721,146,65,65
558,82,438,187,68,68
558,83,1185,420,65,65
558,84,1187,390,74,74
559,57,1212,207,58,58
559,80,722,146,65,65
559,82,440,190,64,64
559,83,1187,419,64,64
559,84,1187,390,74,74
560,57,1212,205,58,58
560,80,722,145,66,66
560,82,440,191,64,64
560,83,1187,417,68,68
560,84,1187,390,74,74
561,57,1212,202,58,58
561,80,722,144,67,67
561,82,440,192,66,66
561,83,1183,416,65,65
561,84,1187,390,74,74
562,57,1213,200,58,58
562,80,722,144,66,66
562,82,441,194,65,65
562,83,1186,415,65,65
562,84,1187,390,74,74
563,57,1212,198,59,59
563,80,724,144,65,65
563,82,440,194,68,68
563,83,1187,417,58,58
563,84,1186,388,66,66
564,57,1211,198,59,59
564,80,724,144,67,67
564,82,443,197,65,65
564,83,1187,417,58,58
564,84,1186,388,66,66
565,57,1211,198,58,58
565,80,724,145,66,66
565,82,443,198,66,66
565,83,1187,417,58,58
565,84,1186,388,66,66
566,57,1211,198,58,58
566,80,725,146,67,67
566,82,444,200,66,66
566,83,1187,417,58,58
566,84,1186,388,66,66
567,57,1210,198,59,59
567,80,725,145,69,69
567,82,442,197,71,71
567,83,1187,417,58,58
567,84,1186,388,66,66
568,57,1209,200,59,59
568,80,726,148,67,67
568,82,444,199,68,68
568,83,1187,417,58,58
568,84,1186,388,66,66
569,57,1209,202,59,59
569,80,727,150,67,67
569,82,442,197,71,71
569,83,1187,417,58,58
569,84,1186,388,66,66
570,57,1208,203,59,59
570,80,728,151,67,67
570,82,445,197,68,68
570,83,1187,417,58,58
570,84,1186,388,66,66
571,57,1208,205,59,59
571,80,729,152,66,66
571,82,444,194,69,69
571,83,1187,417,58,58
571,84,1186,388,66,66
572,57,1207,206,60,60
572,80,730,153,67,67
572,82,445,195,66,66
572,83,1187,417,58,58
572,84,1186,388,66,66
573,57,1206,207,60,60
573,80,731,154,68,68
573,82,445,191,69,69
573,83,1187,417,58,58
573,84,1186,388,66,66
574,57,1206,208,59,59
574,80,733,155,67,67
574,82,446,191,68,68
575,57,1206,208,59,59
575,80,734,154,68,68
575,82,446,190,68,68
576,57,1204,208,59,59
576,80,735,155,68,68
576,82,446,189,70,70
577,57,1204,207,60,60
577,80,739,154,66,66
577,82,447,188,69,69
578,57,1204,205,60,60
578,80,738,152,68,68
578,82,450,189,66,66
579,57,1203,204,60,60
579,80,741,151,68,68
579,82,450,188,67,67
580,57,1204,203,60,60
580,80,741,149,69,69
580,82,450,188,69,69
580,85,499,158,80,80
581,57,1203,200,60,60
581,80,743,147,69,69
581,82,450,188,69,69
581,85,499,158,80,80
582,57,1203,199,59,59
582,80,746,147,68,68
582,82,451,187,69,69
582,85,499,158,80,80
583,57,1203,196,61,61
583,80,746,147,67,67
583,82,451,187,69,69
583,85,499,158,80,80
584,57,1203,194,61,61
584,80,747,145,70,70
584,82,451,187,69,69
584,85,499,158,80,80
584,86,1187,446,68,68
585,57,1204,193,61,61
585,80,749,145,69,69
585,82,451,187,69,69
585,85,499,158,80,80
585,86,1184,446,67,67
586,57,1205,192,60,60
586,80,750,144,69,69
586,82,451,187,69,69
586,85,499,158,80,80
586,86,1184,445,63,63
587,57,1205,190,61,61
587,80,752,144,68,68
587,82,451,187,69,69
587,85,499,158,80,80
587,86,1184,418,65,65
588,57,1206,191,60,60
588,80,753,143,69,69
588,82,458,189,69,69
588,85,499,158,80,80
588,86,1186,416,68,68
589,57,1207,191,60,60
589,80,755,142,70,70
589,82,458,189,69,69
589,85,499,158,80,80
589,86,1186,416,68,68
590,57,1207,192,60,60
590,80,755,141,70,70
590,82,462,192,65,65
590,85,499,158,80,80
590,86,1186,416,68,68
591,57,1208,193,60,60
591,80,757,141,70,70
591,82,462,192,65,65
591,86,1186,416,68,68
592,57,1209,194,60,60
592,80,758,141,69,69
592,82,462,192,65,65
592,86,1186,416,68,68
593,57,1209,195,61,61
593,80,759,142,68,68
593,82,462,194,74,74
593,86,1186,416,68,68
594,57,1210,197,60,60
594,80,760,142,70,70
594,82,467,200,64,64
594,86,1186,416,68,68
595,57,1211,199,60,60
595,80,762,142,69,69
595,82,466,200,68,68
595,86,1186,416,68,68
596,57,1213,201,59,59
596,80,763,143,69,69
596,82,467,202,66,66
596,86,1186,416,68,68
597,57,1213,203,59,59
597,80,763,143,70,70
597,82,468,203,67,67
597,86,1186,416,68,68
597,87,1186,468,53,53
598,57,1214,203,59,59
598,80,765,144,70,70
598,82,471,204,65,65
598,86,1186,416,68,68
598,87,1184,467,54,54
599,57,1215,203,58,58
599,80,766,147,68,68
599,82,473,205,63,63
599,87,1186,469,52,52
600,57,1216,202,58,58
600,80,767,147,70,70
600,82,473,203,66,66
600,87,1186,469,51,51
601,57,1216,200,58,58
601,80,769,149,70,70
601,82,476,202,63,63
601,87,1186,469,51,51
602,57,1217,199,57,57
602,80,769,151,69,69
602,82,476,200,67,67
602,87,1186,469,51,51
603,57,1218,198,57,57
603,80,772,152,68,68
603,82,478,199,64,64
603,87,1186,469,51,51
604,57,1218,196,56,56
604,80,772,152,69,69
604,82,480,198,63,63
604,87,1186,469,51,51
605,57,1217,194,57,57
605,80,775,154,67,67
605,82,480,196,65,65
605,87,1186,469,51,51
606,57,1217,191,57,57
606,80,774,153,70,70
606,82,483,196,61,61
606,87,1186,469,51,51
607,57,1217,189,57,57
607,80,775,153,71,71
607,82,482,193,65,65
607,87,1186,469,51,51
607,88,247,165,87,87
608,57,1216,187,58,58
608,80,777,152,71,71
608,82,482,191,66,66
608,87,1186,469,51,51
608,88,247,165,87,87
608,89,516,151,98,98
609,57,1216,185,58,58
609,80,777,150,72,72
609,82,483,191,64,64
609,87,1186,469,51,51
609,88,247,165,87,87
609,89,516,151,98,98
610,57,1215,184,59,59
610,80,778,149,71,71
610,82,481,189,67,67
610,87,1186,469,51,51
610,88,247,165,87,87
610,89,514,148,95,95
611,57,1214,184,59,59
611,80,779,147,71,71
611,82,482,190,65,65
611,88,247,165,87,87
611,89,516,148,92,92
612,57,1214,183,59,59
612,80,781,147,70,70
612,82,481,189,66,66
612,88,247,165,87,87
612,89,515,146,92,92
613,57,1214,184,59,59
613,80,781,145,71,71
613,82,481,189,66,66
613,88,247,165,87,87
613,89,512,145,96,96
614,57,1213,185,59,59
614,80,782,145,70,70
614,82,481,189,66,66
614,88,247,165,87,87
614,89,512,143,96,96
615,57,1212,186,60,60
615,80,784,144,71,71
615,82,481,189,66,66
615,88,247,165,87,87
615,89,510,143,96,96
616,57,1212,188,60,60
616,80,784,143,73,73
616,82,481,189,66,66
616,88,247,165,87,87
616,89,509,143,96,96
617,57,1211,190,60,60
617,80,785,142,73,73
617,82,481,189,66,66
617,88,247,165,87,87
617,89,509,145,93,93
618,57,1210,193,60,60
618,80,788,142,71,71
618,82,481,189,66,66
618,89,507,144,96,96
619,57,1210,196,60,60
619,80,790,141,71,71
619,82,481,189,66,66
619,89,505,146,97,97
620,57,1210,197,59,59
620,80,791,139,73,73
620,82,481,189,66,66
620,89,505,146,97,97
621,57,1210,199,60,60
621,80,793,139,73,73
621,82,481,189,66,66
621,89,502,147,97,97
622,57,1210,200,59,59
622,80,795,138,72,72
622,82,482,202,56,56
622,89,502,150,96,96
623,57,1210,201,56,56
623,80,798,139,70,70
623,82,482,202,56,56
623,89,498,149,100,100
624,57,1208,199,59,59
624,80,798,137,74,74
624,82,482,202,56,56
624,89,498,154,95,95
625,57,1207,199,57,57
625,80,801,138,72,72
625,82,482,202,56,56
625,89,494,157,97,97
626,57,1207,197,56,56
626,80,802,139,73,73
626,82,482,202,56,56
626,89,492,159,95,95
627,57,1207,197,56,56
627,80,803,139,74,74
627,82,482,202,56,56
627,89,487,160,98,98
627,90,218,172,96,96
628,57,1207,197,56,56
628,80,804,140,73,73
628,82,483,161,99,99
628,89,487,160,98,98
628,90,212,169,104,104
629,57,1207,197,56,56
629,80,806,141,73,73
629,82,480,163,98,98
629,89,487,160,98,98
629,90,208,168,104,104
630,57,1207,197,56,56
630,80,808,144,71,71
630,82,474,162,102,102
630,89,487,160,98,98
630,90,208,168,104,104
631,57,1207,197,56,56
631,80,807,144,73,73
631,82,473,163,98,98
631,89,487,160,98,98
631,90,208,168,104,104
632,57,1207,197,56,56
632,80,808,145,73,73
632,82,467,160,101,101
632,89,487,160,98,98
632,90,208,168,104,104
633,57,1207,197,56,56
633,80,810,146,73,73
633,82,462,159,102,102
633,89,487,160,98,98
633,90,208,168,104,104
634,57,1207,197,56,56
634,80,811,148,71,71
634,82,459,158,101,101
634,89,487,160,98,98
634,90,208,168,104,104
635,57,1207,197,56,56
635,80,812,149,71,71
635,82,455,155,104,104
635,89,487,160,98,98
635,90,208,168,104,104
636,57,1207,197,56,56
636,80,814,151,71,71
636,82,453,154,100,100
636,89,487,160,98,98
636,90,208,168,104,104
637,80,815,152,71,71
637,82,449,151,103,103
637,89,487,160,98,98
637,90,208,168,104,104
638,80,818,153,70,70
638,82,447,149,105,105
638,90,208,168,104,104
639,80,818,153,71,71
639,82,444,147,105,105
639,90,208,168,104,104
640,80,820,153,71,71
640,82,443,149,101,101
640,91,947,209,109,109
640,92,652,231,138,138
641,80,822,152,69,69
641,82,440,147,103,103
641,91,947,209,109,109
641,92,652,231,138,138
642,80,825,151,68,68
642,82,438,147,102,102
642,91,947,209,109,109
642,92,652,231,138,138
643,80,826,150,68,68
643,82,436,146,100,100
643,91,947,209,109,109
643,92,652,231,138,138
644,80,827,148,69,69
644,82,434,146,103,103
644,91,947,209,109,109
644,92,652,231,138,138
645,80,828,148,68,68
645,82,431,145,104,104
645,91,962,224,77,77
645,92,652,231,138,138
646,80,831,149,65,65
646,82,430,147,101,101
646,91,962,224,77,77
646,92,652,231,138,138
646,93,176,160,102,102
647,80,831,148,65,65
647,82,429,150,96,96
647,91,968,226,76,76
647,92,652,231,138,138
647,93,176,160,102,102
648,80,832,147,67,67
648,82,424,148,104,104
648,91,968,226,76,76
648,92,652,231,138,138
648,93,168,162,110,110
649,80,833,148,67,67
649,82,420,150,108,108
649,91,968,226,76,76
649,92,652,231,138,138
649,93,168,162,110,110
650,80,832,147,69,69
650,82,420,154,101,101
650,91,968,226,76,76
650,92,652,231,138,138
650,93,168,168,109,109
651,80,833,148,67,67
651,82,420,157,99,99
651,91,968,226,76,76
651,93,168,168,109,109
652,80,833,148,68,68
652,82,417,161,101,101
652,91,968,226,76,76
652,93,168,168,109,109
653,80,832,147,70,70
653,82,414,162,101,101
653,91,968,226,76,76
653,93,168,168,109,109
654,80,833,148,67,67
654,82,410,166,104,104
654,91,968,226,76,76
654,93,168,168,109,109
655,80,832,148,69,69
655,82,410,166,104,104
655,91,968,226,76,76
655,93,168,168,109,109
656,80,832,149,69,69
656,82,410,166,104,104
656,91,968,226,76,76
656,93,165,171,118,118
657,80,831,149,70,70
657,82,408,177,100,100
657,91,968,226,76,76
657,93,165,171,118,118
658,80,831,151,68,68
658,82,408,177,100,100
658,93,165,171,118,118
659,80,830,152,69,69
659,82,408,177,100,100
659,93,166,171,114,114
660,80,828,154,70,70
660,82,408,177,100,100
660,93,166,171,114,114
661,80,829,157,68,68
661,82,408,177,100,100
661,93,163,164,121,121
662,80,827,159,68,68
662,82,408,177,100,100
662,93,154,158,130,130
663,80,825,159,72,72
663,82,408,177,100,100
663,93,154,158,130,130
664,80,826,162,69,69
664,82,408,177,100,100
664,93,159,158,120,120
665,80,825,164,69,69
665,82,409,182,99,99
665,93,157,161,118,118
666,80,822,166,71,71
666,82,409,180,96,96
666,93,157,161,118,118
667,80,821,167,72,72
667,82,410,180,94,94
667,93,157,161,118,118
668,80,822,169,68,68
668,82,407,177,98,98
668,93,157,161,118,118
669,80,819,169,71,71
669,82,410,177,91,91
669,93,144,159,121,121
670,80,819,168,70,70
670,82,410,177,91,91
670,93,144,161,114,114
671,80,818,168,68,68
671,82,405,171,98,98
671,93,140,161,116,116
672,80,816,168,68,68
672,82,405,171,98,98
672,93,138,160,115,115
673,80,813,166,72,72
673,82,405,171,98,98
673,93,136,165,114,114
674,80,813,165,70,70
674,82,405,171,98,98
674,93,130,164,119,119
675,80,811,164,71,71
675,82,395,168,96,96
675,93,127,165,119,119
676,80,809,163,70,70
676,82,395,168,96,96
676,93,127,165,119,119
677,80,808,162,70,70
677,82,395,168,96,96
677,93,127,165,119,119
678,80,807,162,70,70
678,82,395,168,96,96
678,93,127,165,119,119
679,80,807,161,68,68
679,82,395,168,96,96
679,93,127,165,119,119
680,80,805,160,70,70
680,82,395,168,96,96
680,93,127,165,119,119
681,80,804,160,69,69
681,82,395,168,96,96
681,93,127,165,119,119
682,80,803,160,70,70
682,82,395,168,96,96
682,93,127,165,119,119
683,80,803,158,70,70
683,82,395,168,96,96
683,93,127,165,119,119
684,80,804,158,68,68
684,82,395,168,96,96
684,93,127,165,119,119
685,80,803,158,68,68
685,82,395,168,96,96
685,93,127,165,119,119
686,80,804,158,68,68
686,94,1195,133,82,82
687,80,801,157,71,71
687,94,1192,129,85,85
688,80,801,157,71,71
688,94,1193,131,82,82
688,95,69,171,118,118
